btag|packed
106202176_499680|06-01~1,0,0,0,0 08-14~1,0,0,0,0 08-08~1,0,0,0,0 07-27~1,0,0,0,0 07-20~1,1,0,0,0 2026-09~1,0,0,0,0 07-03~1,0,0,0,0 05-06~1,1,0,0,0 05-05~1,0,0,0,0 08-04~1,0,0,0,0 05-27~1,1,0,0,0 2026-09M~1,0,0,0,0 08-07~1,0,0,0,0 05-25~1,0,0,0,0 2026-06M~1,0,0,0,0 05-15~1,0,0,0,0 07-24~1,0,0,0,0 2026-05M~1,0,0,0,0 07-23~1,0,0,0,0 07-06~1,1,0,0,0 08-28~1,0,0,0,0 07-07~1,1,1,1,0 06-12~1,1,1,1,0 2026-05~1,1,0,0,0 07-21~1,0,0,0,0 08-25~1,1,0,0,0 05-01~1,0,0,0,0 07-13~1,1,0,0,0 05-11~1,0,0,0,0 05-19~1,0,0,0,0 06-23~1,0,0,0,0 08-11~1,1,0,0,0 07-14~1,0,0,0,0 08-26~1,0,0,0,0 2026-06~4,4,4,2,0 07-08~1,0,0,0,0 08-03~1,1,0,0,0 06-08~1,0,0,0,0 07-10~1,1,0,0,0 06-17~1,0,0,0,0 08-05~1,0,0,0,0 08-15~1,0,0,0,0 07-31~1,0,0,0,0 06-29~1,1,1,0,0 08-22~1,0,0,0,0 07-22~1,0,0,0,0 07-28~1,0,0,0,0 06-30~1,1,1,0,0 06-11~1,0,0,0,0 07-09~1,0,0,0,0 2026-07M~1,1,1,1,0 08-24~1,1,1,1,0 08-10~1,0,0,0,0 2026-08~1,1,1,1,0 06-24~2,2,1,0,0 09-01~1,0,0,0,0 2026-07~1,1,1,1,0 05-29~1,1,0,0,0 06-02~1,0,0,0,0 05-14~1,0,0,0,0 08-13~1,0,0,0,0 05-13~1,0,0,0,0 06-18~2,1,0,0,0 09-02~1,0,0,0,0 07-17~1,1,1,1,0 07-16~1,1,0,0,0 08-16~1,0,0,0,0 08-12~1,0,0,0,0 05-07~1,0,0,0,0 all~4,4,4,2,0 07-15~1,1,0,0,0 08-06~1,0,0,0,0 06-05~1,0,0,0,0 08-17~1,0,0,0,0 07-01~1,1,1,1,0 06-19~3,2,2,1,0 05-04~1,0,0,0,0 05-18~1,0,0,0,0 08-29~1,0,0,0,0 06-03~1,0,0,0,0 06-20~1,0,0,0,0 08-31~1,0,0,0,0 07-29~1,0,0,0,0 08-09~1,0,0,0,0 08-27~1,1,0,0,0 05-28~1,0,0,0,0 06-06~1,0,0,0,0 06-04~1,0,0,0,0
106202321_500101|07-23~1,0,0,0,0 06-27~4,2,1,0,0 09-01~1,0,0,0,0 08-19~2,0,0,0,0 08-05~11,7,7,3,2 07-14~20,7,6,5,1 09-02~1,0,0,0,0 07-15~1,0,0,0,0 all~71,67,60,49,33 08-12~1,1,0,0,0 2026-07~45,42,32,25,11 06-25~1,1,1,1,1 08-21~2,0,0,0,0 07-28~1,1,0,0,0 07-10~10,1,0,0,0 08-27~1,0,0,0,0 08-24~1,0,0,0,0 07-25~4,0,0,0,0 07-11~20,4,2,2,1 07-05~12,11,2,0,0 07-22~3,0,0,0,0 2026-09~2,0,0,0,0 2026-07M~1,1,0,0,0 07-09~7,0,0,0,0 07-03~4,4,0,0,0 08-26~13,2,0,0,0 08-15~2,0,0,0,0 08-17~9,0,0,0,0 08-02~15,13,12,11,10 2026-05~1,0,0,0,0 08-22~1,0,0,0,0 08-18~8,0,0,0,0 07-18~5,0,0,0,0 2026-06~4,3,2,1,1 07-12~9,0,0,0,0 2026-09M~2,0,0,0,0 08-06~1,0,0,0,0 05-28~1,0,0,0,0 08-11~1,0,0,0,0 07-06~18,16,11,8,7 07-07~18,1,0,0,0 08-23~1,0,0,0,0 07-20~11,4,1,0,0 07-31~1,1,0,0,0 08-29~5,1,0,0,0 08-20~2,0,0,0,0 08-16~1,0,0,0,0 08-25~1,0,0,0,0 08-04~13,0,0,0,0 07-16~2,0,0,0,0 06-26~1,0,0,0,0 08-09~7,0,0,0,0 08-07~10,0,0,0,0 08-14~1,0,0,0,0 2026-08~33,26,25,20,18 08-10~10,1,1,1,0 2026-08M~15,13,12,11,10 08-13~1,0,0,0,0 07-21~4,0,0,0,0 07-02~1,1,0,0,0 07-13~20,2,1,1,1 08-31~14,2,0,0,0 08-03~17,8,5,5,5 07-26~2,0,0,0,0 07-17~8,0,0,0,0 07-08~9,6,6,5,0
106216576_499994|07-15~11,2,1,1,0 08-21~1,0,0,0,0 2026-07~35,25,21,20,9 05-22~1,1,0,0,0 08-08~1,0,0,0,0 07-28~1,0,0,0,0 06-30~13,9,9,9,8 07-27~3,0,0,0,0 08-14~3,0,0,0,0 07-05~4,1,0,0,0 07-04~2,0,0,0,0 07-08~10,6,3,3,0 08-03~2,0,0,0,0 08-11~1,0,0,0,0 07-21~2,0,0,0,0 07-01~3,0,0,0,0 2026-07M~5,0,0,0,0 08-19~1,0,0,0,0 07-25~3,0,0,0,0 08-10~2,0,0,0,0 2026-05~1,1,0,0,0 06-18~1,0,0,0,0 07-14~6,3,3,3,0 07-10~6,0,0,0,0 07-18~5,1,0,0,0 07-26~3,1,1,0,0 07-12~8,2,0,0,0 2026-06~80,79,75,69,62 06-27~22,16,15,14,13 07-23~2,0,0,0,0 08-04~1,0,0,0,0 08-06~1,0,0,0,0 08-13~1,0,0,0,0 all~101,101,95,89,73 07-24~2,0,0,0,0 07-29~3,0,0,0,0 08-09~1,0,0,0,0 2026-08M~2,0,0,0,0 07-11~7,3,2,2,1 07-09~14,5,5,5,1 08-27~1,0,0,0,0 2026-08~6,0,0,0,0 07-03~8,2,2,2,0 07-22~2,0,0,0,0 07-17~12,3,1,1,0 07-16~3,0,0,0,0 07-31~2,0,0,0,0 06-29~28,19,19,19,19 07-20~6,1,0,0,0 08-31~1,0,0,0,0 06-25~23,23,18,15,10 08-07~1,0,0,0,0 07-07~4,3,2,2,0 08-18~1,0,0,0,0 06-26~17,12,12,12,12 08-01~1,0,0,0,0 08-02~1,0,0,0,0 07-30~1,0,0,0,0 06-28~7,2,2,0,0 07-13~8,0,0,0,0 07-02~4,0,0,0,0 08-12~1,0,0,0,0 07-06~4,1,1,1,0 07-19~3,0,0,0,0
106218052_499980|2026-08~2,2,0,0,0 07-20~1,1,0,0,0 2026-07M~4,2,1,0,0 06-19~1,1,1,0,0 07-02~4,2,1,0,0 07-21~1,1,0,0,0 07-22~1,1,0,0,0 2026-07~4,3,1,0,0 all~4,4,3,0,0 08-23~1,1,0,0,0 06-23~2,1,1,0,0 07-23~1,0,0,0,0 08-04~1,1,0,0,0 06-26~1,0,0,0,0 2026-06~2,2,2,0,0 08-07~1,0,0,0,0
106219720_499983|09-02~1,0,0,0,0 2026-09M~1,1,0,0,0 08-31~1,1,0,0,0 2026-08~2,2,0,0,0 all~24,23,21,17,16 2026-07~1,0,0,0,0 06-25~7,3,3,1,1 2026-06~23,22,21,17,16 08-30~1,1,0,0,0 06-22~4,4,3,2,2 06-17~1,0,0,0,0 06-19~1,1,1,0,0 06-24~14,13,12,11,11 08-21~1,0,0,0,0 2026-09~1,1,0,0,0 08-18~1,0,0,0,0 07-13~1,0,0,0,0 06-26~2,2,2,2,2 09-01~1,1,0,0,0 08-20~1,0,0,0,0 06-23~1,0,0,0,0
106219968_499981|08-05~3,0,0,0,0 06-26~3,1,1,1,0 07-26~4,2,1,0,0 08-14~1,0,0,0,0 08-09~3,0,0,0,0 08-20~1,0,0,0,0 08-30~1,0,0,0,0 08-08~3,1,1,1,0 06-19~1,1,1,0,0 07-01~3,1,0,0,0 08-21~1,0,0,0,0 07-02~5,2,2,2,1 07-20~5,2,1,0,0 07-18~3,0,0,0,0 08-26~1,0,0,0,0 2026-07~25,20,12,9,4 07-22~2,0,0,0,0 07-12~3,1,1,1,1 08-10~4,1,1,1,0 08-23~2,0,0,0,0 06-23~6,5,4,2,1 2026-08M~3,1,0,0,0 07-17~5,2,1,1,1 06-28~1,0,0,0,0 07-30~2,1,0,0,0 07-06~5,1,0,0,0 08-28~1,0,0,0,0 07-25~2,0,0,0,0 08-31~1,0,0,0,0 07-05~1,0,0,0,0 07-10~3,1,1,1,0 07-16~8,4,2,0,0 08-11~3,0,0,0,0 08-12~4,0,0,0,0 06-24~5,1,0,0,0 07-19~3,1,0,0,0 08-02~3,1,0,0,0 07-09~4,2,0,0,0 07-29~2,0,0,0,0 07-27~2,0,0,0,0 07-23~2,0,0,0,0 08-04~3,1,0,0,0 08-01~2,0,0,0,0 2026-06~12,12,9,5,2 08-07~1,0,0,0,0 07-11~1,0,0,0,0 2026-08~11,6,2,2,1 07-15~2,0,0,0,0 06-27~2,1,1,0,0 07-21~4,1,1,1,1 08-06~3,1,0,0,0 2026-07M~6,3,2,2,1 06-25~3,0,0,0,0 06-30~2,0,0,0,0 07-28~3,1,1,0,0 06-29~3,0,0,0,0 07-31~2,0,0,0,0 07-04~5,1,1,1,0 07-13~3,1,0,0,0 07-14~3,0,0,0,0 08-19~2,0,0,0,0 07-08~4,0,0,0,0 06-21~1,1,0,0,0 08-13~2,0,0,0,0 07-03~3,0,0,0,0 all~39,37,23,16,8 06-22~4,3,2,1,0 07-07~5,1,1,1,0 08-03~3,1,0,0,0 07-24~4,0,0,0,0
106274090_500909|all~17,17,14,5,0 07-20~1,1,0,0,0 07-02~2,2,2,0,0 2026-07~17,17,14,5,0 07-31~1,1,0,0,0 07-12~1,0,0,0,0 07-10~6,6,5,3,0 07-09~9,9,7,1,0 2026-07M~2,2,2,0,0
106280969_501377|07-25~1,0,0,0,0 2026-08~6,4,4,0,0 08-13~1,0,0,0,0 07-17~1,0,0,0,0 08-21~3,3,3,0,0 06-11~1,0,0,0,0 07-11~38,36,19,14,3 07-31~1,0,0,0,0 2026-08M~1,0,0,0,0 07-15~3,0,0,0,0 08-05~1,0,0,0,0 all~96,92,40,29,9 07-30~4,2,1,1,0 07-24~3,1,0,0,0 07-28~1,0,0,0,0 07-16~27,20,4,3,1 07-13~15,10,4,3,2 08-15~1,1,0,0,0 07-14~4,1,0,0,0 2026-06~1,0,0,0,0 07-12~2,0,0,0,0 07-27~3,1,1,1,0 07-26~2,1,0,0,0 08-02~1,0,0,0,0 08-01~1,0,0,0,0 08-04~1,0,0,0,0 08-25~2,1,1,0,0 2026-07~96,91,39,27,8 07-23~27,25,11,5,0 07-29~3,2,0,0,0
106291122_500315|07-18~1,0,0,0,0 06-24~1,1,1,0,0 2026-07~26,26,25,25,25 07-17~1,0,0,0,0 06-25~1,1,1,0,0 07-14~1,1,1,1,1 07-11~4,4,3,3,3 07-13~5,5,4,4,4 2026-06~1,1,1,0,0 07-12~5,5,5,5,5 07-15~13,13,12,12,12 all~27,27,26,25,25 07-16~3,2,0,0,0
106323207_502223|07-26~5,0,0,0,0 07-14~4,2,2,2,1 07-20~11,5,4,3,0 2026-06~2,2,2,2,0 08-09~8,2,1,1,1 08-30~9,1,1,1,0 08-17~14,4,1,1,0 07-02~1,0,0,0,0 08-16~14,5,3,3,1 07-13~1,0,0,0,0 08-11~9,1,0,0,0 08-28~8,0,0,0,0 07-25~5,2,2,2,0 07-28~6,2,2,2,2 08-14~6,0,0,0,0 07-04~1,0,0,0,0 2026-09~12,1,1,1,0 07-18~2,0,0,0,0 08-31~6,0,0,0,0 08-06~10,1,1,1,1 08-05~9,2,1,1,0 07-22~7,4,1,1,0 07-17~3,0,0,0,0 06-25~1,1,1,1,0 2026-09M~12,1,1,1,0 08-13~7,1,0,0,0 2026-07M~1,0,0,0,0 09-02~8,0,0,0,0 08-02~13,5,2,2,0 08-08~8,1,0,0,0 08-20~11,2,1,1,0 2026-07~40,38,30,27,12 all~82,82,59,56,24 08-19~11,0,0,0,0 09-01~8,1,1,1,0 08-24~7,0,0,0,0 08-01~8,2,2,2,0 08-12~6,0,0,0,0 08-03~15,10,7,5,1 08-04~9,0,0,0,0 07-21~15,11,6,4,1 07-15~2,1,1,1,1 08-18~16,4,1,1,0 07-23~5,0,0,0,0 07-30~8,0,0,0,0 08-25~6,0,0,0,0 06-15~1,1,1,1,0 2026-08~63,47,26,24,10 08-07~12,3,1,1,0 07-16~4,2,1,1,0 08-26~8,1,0,0,0 08-23~9,1,0,0,0 08-15~10,3,2,2,0 07-27~12,3,1,1,0 08-22~10,3,1,1,1 2026-08M~18,7,4,4,0 08-21~12,2,1,0,0 08-29~7,0,0,0,0 08-27~8,0,0,0,0 07-24~8,2,1,0,0 07-19~7,3,3,3,0 08-10~8,1,0,0,0 07-29~13,7,5,5,3 07-31~11,2,1,1,0
106323583_500453|07-02~4,3,2,2,1 2026-06~2,2,0,0,0 all~8,8,5,4,3 06-27~1,0,0,0,0 06-29~2,2,0,0,0 07-04~1,0,0,0,0 08-10~1,1,1,0,0 2026-07~6,5,4,4,3 2026-07M~4,3,2,2,1 2026-08~1,1,1,0,0 07-03~2,2,2,2,2
106338910_500878|08-05~1,1,0,0,0 07-03~1,1,0,0,0 07-04~3,2,2,0,0 07-10~1,0,0,0,0 07-02~1,1,1,0,0 2026-07~77,66,42,5,0 07-05~1,0,0,0,0 2026-06~72,70,52,8,0 2026-08~1,1,0,0,0 07-11~2,2,1,1,0 07-01~63,54,34,3,0 07-21~2,1,1,0,0 2026-07M~64,55,35,3,0 all~140,134,93,13,0 06-30~72,70,52,8,0 07-09~1,1,1,0,0 07-17~1,1,1,0,0 07-20~1,1,0,0,0 07-06~2,2,1,1,0
106339238_500627|07-12~1,0,0,0,0 08-03~1,0,0,0,0 07-30~5,2,0,0,0 2026-07M~10,10,10,9,7 07-14~2,1,0,0,0 05-08~1,0,0,0,0 06-20~1,0,0,0,0 07-11~1,0,0,0,0 2026-08M~1,0,0,0,0 07-10~12,9,5,5,5 07-05~10,9,7,4,1 07-19~2,1,1,0,0 07-08~9,5,2,2,1 06-30~2,2,1,1,1 06-29~2,0,0,0,0 07-31~1,0,0,0,0 05-15~1,0,0,0,0 07-04~1,0,0,0,0 05-06~1,0,0,0,0 2026-08~3,1,1,0,0 07-21~13,6,5,4,4 07-06~6,5,4,3,0 07-24~1,0,0,0,0 07-22~2,0,0,0,0 07-03~3,3,0,0,0 07-07~5,3,1,1,1 07-15~1,0,0,0,0 07-20~12,8,6,4,3 06-27~1,1,1,1,1 05-05~1,0,0,0,0 06-15~1,0,0,0,0 2026-06~10,5,2,2,2 05-04~2,1,0,0,0 07-17~8,6,6,5,4 06-18~1,0,0,0,0 06-19~1,0,0,0,0 07-01~8,8,8,7,6 08-08~1,1,1,0,0 all~72,67,48,47,37 08-01~1,0,0,0,0 07-13~2,0,0,0,0 07-02~3,2,2,2,1 07-16~1,0,0,0,0 2026-07~69,62,45,39,32 06-14~2,0,0,0,0 06-26~1,1,0,0,0 2026-05~2,1,0,0,0 07-09~7,2,1,0,0 07-23~3,0,0,0,0
106414591_501025|08-19~1,0,0,0,0 07-03~13,13,11,4,3 2026-08~1,0,0,0,0 07-14~1,1,0,0,0 07-01~1,1,1,0,0 2026-07~14,14,12,5,3 07-18~1,0,0,0,0 all~14,14,12,5,3 2026-07M~1,1,1,0,0 07-13~1,1,1,0,0
106443772_501126|08-08~16,12,3,2,0 05-15~1,0,0,0,0 07-22~2,0,0,0,0 06-24~1,0,0,0,0 06-26~1,0,0,0,0 08-11~23,15,5,5,0 08-16~32,25,14,5,0 2026-06~3,1,0,0,0 05-25~1,0,0,0,0 07-15~8,2,1,0,0 all~344,333,166,99,30 07-09~34,26,13,6,0 06-11~2,0,0,0,0 08-18~34,28,13,5,0 07-03~3,1,0,0,0 06-29~1,1,0,0,0 07-31~2,0,0,0,0 07-16~7,1,1,1,1 09-01~4,0,0,0,0 08-19~10,5,0,0,0 05-21~1,1,0,0,0 08-12~39,29,11,10,4 08-15~23,12,7,5,1 08-30~3,1,0,0,0 08-31~5,2,0,0,0 08-24~16,8,3,0,0 2026-09~8,3,1,0,0 08-17~21,10,4,4,1 07-13~14,2,2,2,1 06-30~1,0,0,0,0 07-28~3,1,0,0,0 05-29~1,0,0,0,0 08-29~4,1,1,0,0 08-09~9,4,1,1,0 08-10~21,14,4,2,2 08-25~7,1,1,1,0 08-06~6,2,0,0,0 08-27~7,2,1,0,0 08-05~17,13,6,1,0 05-20~1,0,0,0,0 05-13~1,0,0,0,0 2026-05~1,1,0,0,0 08-03~5,0,0,0,0 07-27~5,0,0,0,0 08-22~19,10,5,4,0 07-10~30,18,6,4,1 2026-09M~8,3,1,0,0 2026-07M~5,2,2,0,0 07-19~3,1,1,1,1 06-03~1,0,0,0,0 08-26~6,3,1,1,0 07-23~4,0,0,0,0 05-27~1,0,0,0,0 08-07~13,8,1,1,0 07-14~7,3,1,0,0 08-14~21,14,6,2,2 2026-07~91,90,48,29,13 07-02~5,2,2,0,0 08-01~2,0,0,0,0 07-01~2,0,0,0,0 06-12~2,0,0,0,0 07-12~15,5,1,1,1 07-26~3,1,0,0,0 07-17~5,1,1,0,0 07-25~4,0,0,0,0 2026-08~270,253,119,70,16 08-13~22,13,5,3,3 05-28~1,1,0,0,0 08-21~15,5,2,1,0 08-20~16,12,6,4,1 06-02~1,0,0,0,0 07-29~2,0,0,0,0 07-08~26,22,14,8,2 09-02~5,3,1,0,0 07-20~4,0,0,0,0 07-24~4,0,0,0,0 07-05~1,0,0,0,0 08-23~39,32,19,9,1 07-30~3,0,0,0,0 07-06~1,0,0,0,0 07-21~4,3,1,0,0 07-18~3,0,0,0,0 2026-08M~4,1,0,0,0 05-22~1,0,0,0,0 06-04~1,0,0,0,0 05-06~1,0,0,0,0 05-08~1,0,0,0,0 05-05~1,0,0,0,0 2026-06M~1,0,0,0,0 07-07~10,8,4,2,1 07-11~15,3,1,1,1 06-09~1,0,0,0,0 05-14~1,0,0,0,0 08-28~5,1,0,0,0 08-02~3,1,0,0,0 08-04~2,0,0,0,0
106447375_501207|07-08~12,11,1,1,0 06-10~1,0,0,0,0 08-22~5,4,0,0,0 07-11~5,4,2,0,0 07-16~6,5,1,1,0 08-15~1,0,0,0,0 08-09~3,2,0,0,0 07-18~9,7,4,0,0 08-03~13,12,2,2,0 08-31~10,8,3,1,1 08-16~2,2,0,0,0 07-19~9,8,5,3,1 2026-08M~13,11,1,0,0 07-12~6,6,0,0,0 07-15~13,11,2,2,1 07-30~16,15,4,3,0 06-29~1,0,0,0,0 07-31~8,8,4,2,1 07-24~13,12,5,3,1 07-17~6,5,3,2,1 08-13~5,3,0,0,0 08-04~7,6,1,1,0 08-28~8,7,1,0,0 07-29~12,7,3,2,1 07-09~13,12,8,6,2 07-10~10,10,2,0,0 07-25~9,7,4,0,0 07-06~4,3,3,0,0 07-27~11,9,5,5,2 2026-06~2,0,0,0,0 07-03~3,3,3,3,0 08-27~5,5,3,2,1 07-22~12,12,3,3,2 08-10~6,5,3,2,0 09-01~6,5,2,1,0 08-19~2,1,0,0,0 07-26~8,5,2,2,1 all~327,319,126,73,21 08-23~2,2,2,1,1 2026-09~13,12,2,1,0 07-07~8,6,2,2,0 2026-09M~13,12,2,1,0 08-14~5,4,0,0,0 07-14~13,12,4,3,0 08-02~7,5,0,0,0 08-01~6,6,1,0,0 06-27~1,0,0,0,0 08-12~4,4,1,1,1 08-26~7,7,4,1,0 08-17~6,5,1,0,0 08-25~3,2,0,0,0 07-13~7,7,5,4,1 2026-08~129,121,36,16,5 07-21~9,6,2,1,0 07-20~11,8,3,1,0 09-02~8,7,0,0,0 08-29~7,6,3,0,0 08-08~4,2,1,0,0 08-20~3,3,0,0,0 08-24~4,3,1,1,0 08-05~6,4,0,0,0 2026-07~203,200,89,56,15 07-23~15,14,7,4,0 08-30~6,6,2,0,0 08-06~5,3,2,1,1 08-21~4,3,1,0,0 08-18~9,8,2,0,0 08-07~8,6,2,2,0 08-11~6,1,1,1,0 07-28~12,11,3,1,0
106449179_501141|07-13~2,2,2,1,1 07-04~1,0,0,0,0 07-11~2,1,0,0,0 07-02~13,12,9,8,5 2026-05~1,0,0,0,0 07-05~1,1,1,0,0 07-09~2,1,1,0,0 05-06~1,0,0,0,0 2026-07M~13,12,9,8,5 all~15,13,10,9,6 2026-07~15,13,10,9,6 07-08~2,0,0,0,0 07-03~4,1,0,0,0 07-12~1,1,1,0,0
106449861_501147|07-06~1,1,0,0,0 2026-08~1,0,0,0,0 08-09~1,0,0,0,0 07-10~1,1,1,1,0 08-28~1,0,0,0,0 07-12~1,1,1,1,1 2026-07~14,14,10,4,2 07-16~1,1,0,0,0 07-14~1,1,0,0,0 07-08~3,3,2,1,0 07-07~3,3,1,1,1 all~14,14,10,4,2 07-05~6,6,5,0,0
106449869_501149|all~45,43,34,24,18 08-26~1,0,0,0,0 08-20~1,0,0,0,0 07-28~2,0,0,0,0 07-08~12,10,9,8,8 08-07~2,1,0,0,0 08-19~1,0,0,0,0 07-09~11,6,4,1,1 07-31~1,0,0,0,0 07-19~1,0,0,0,0 07-14~3,2,1,1,1 07-11~3,2,2,2,2 07-17~1,0,0,0,0 08-04~1,0,0,0,0 08-27~1,0,0,0,0 07-20~1,0,0,0,0 07-13~3,1,1,1,1 07-18~1,0,0,0,0 2026-08~6,1,0,0,0 08-14~1,0,0,0,0 08-06~1,0,0,0,0 2026-07~45,43,34,23,17 07-07~24,23,17,8,3 07-22~1,0,0,0,0 08-12~1,0,0,0,0 08-08~1,0,0,0,0 07-16~2,1,1,1,1 07-10~2,0,0,0,0
106465095_501433|08-23~6,2,2,0,0 08-11~15,9,4,4,1 08-25~5,3,3,2,1 08-15~13,8,3,2,2 2026-09M~17,7,3,3,3 08-07~15,13,7,6,2 07-28~5,2,2,2,2 07-13~1,1,1,1,1 09-02~15,6,3,3,3 08-19~5,1,1,0,0 09-01~4,1,0,0,0 07-30~6,3,3,2,2 08-16~15,9,2,1,1 08-03~9,9,1,1,0 08-09~11,7,5,2,0 08-20~4,1,1,0,0 08-01~1,0,0,0,0 2026-07~10,10,9,7,7 07-29~2,0,0,0,0 08-31~9,5,4,3,3 08-05~15,13,5,1,1 08-27~9,6,4,4,3 08-02~10,8,1,0,0 08-12~18,12,6,2,0 07-16~1,0,0,0,0 08-29~8,3,3,3,3 2026-08~201,191,102,65,33 08-06~13,12,3,0,0 all~211,205,113,75,43 07-25~1,0,0,0,0 08-17~6,3,2,2,2 08-24~5,3,3,1,1 08-10~16,11,7,4,1 08-14~10,8,2,1,1 08-26~9,6,5,0,0 08-08~22,18,12,6,2 2026-09~17,7,3,3,3 08-13~12,7,3,3,1 07-23~1,1,1,0,0 08-22~9,4,2,0,0 07-31~3,1,0,0,0 08-28~10,5,3,3,3 07-27~2,1,1,1,1 07-08~2,2,1,0,0 08-18~9,5,2,1,1 08-04~12,12,4,4,1 2026-08M~10,8,1,0,0 08-21~7,4,4,3,2 08-30~9,2,0,0,0
106514925_501542|2026-09M~1,0,0,0,0 09-01~1,0,0,0,0 all~39,38,28,19,14 07-15~3,0,0,0,0 07-13~3,2,2,1,1 07-17~2,0,0,0,0 07-06~1,1,1,0,0 07-08~28,26,20,14,10 07-14~5,1,1,1,1 07-11~8,3,2,0,0 07-09~13,2,1,1,1 07-16~5,2,0,0,0 07-10~9,3,0,0,0 2026-07~39,38,28,19,14 2026-09~1,0,0,0,0 07-12~7,2,1,1,0 07-19~1,0,0,0,0 08-27~1,0,0,0,0 2026-08~1,0,0,0,0 07-18~1,0,0,0,0 07-07~2,1,1,0,0
106515843_501681|08-03~1,1,0,0,0 07-29~7,5,0,0,0 2026-07~34,29,12,6,2 07-08~2,2,2,0,0 2026-08~5,5,1,0,0 07-15~4,4,2,0,0 all~38,33,13,6,2 07-18~3,3,1,1,0 07-23~1,1,0,0,0 07-12~3,2,2,2,0 07-10~7,7,3,1,1 07-25~1,1,0,0,0 07-19~1,0,0,0,0 07-16~1,1,0,0,0 08-01~3,3,1,0,0 2026-08M~3,3,1,0,0 07-11~3,2,0,0,0 07-13~8,3,0,0,0 07-17~3,3,2,2,0 08-23~1,1,0,0,0
106527686_501538|07-11~3,0,0,0,0 07-15~3,1,0,0,0 08-12~2,0,0,0,0 07-07~2,1,1,0,0 08-28~1,0,0,0,0 2026-08~3,1,0,0,0 07-09~23,22,19,17,3 07-20~2,1,0,0,0 08-11~2,0,0,0,0 07-31~1,0,0,0,0 07-12~2,0,0,0,0 2026-07~35,34,26,22,6 08-05~1,1,0,0,0 07-06~1,1,1,0,0 07-17~1,1,0,0,0 07-24~1,0,0,0,0 07-10~6,3,3,2,2 07-14~8,4,2,2,0 08-20~1,0,0,0,0 07-08~1,0,0,0,0 07-13~1,1,0,0,0 08-10~1,0,0,0,0 08-31~1,0,0,0,0 07-28~2,1,0,0,0 08-27~1,0,0,0,0 07-18~1,0,0,0,0 all~35,34,26,22,6
106528924_501549|05-16~1,0,0,0,0 08-03~1,0,0,0,0 07-15~3,2,2,1,0 2026-07~33,29,26,23,16 07-19~1,0,0,0,0 05-15~1,0,0,0,0 07-12~7,2,2,1,1 2026-08~3,0,0,0,0 07-11~17,6,4,3,1 07-09~12,11,9,7,0 08-18~2,0,0,0,0 07-18~2,1,1,1,0 07-21~1,1,0,0,0 07-10~10,8,6,4,3 05-18~1,0,0,0,0 2026-05~1,0,0,0,0 all~33,29,26,24,18 07-14~8,6,5,2,0 07-13~7,1,0,0,0 07-30~1,0,0,0,0 07-23~1,0,0,0,0
106529519_501559|08-27~3,0,0,0,0 all~38,35,32,12,8 08-29~1,0,0,0,0 07-15~3,0,0,0,0 08-09~1,0,0,0,0 07-08~28,26,26,5,0 07-04~1,0,0,0,0 07-11~2,0,0,0,0 2026-07~38,33,29,9,6 06-27~1,0,0,0,0 2026-06~1,1,1,0,0 07-13~3,0,0,0,0 07-24~1,0,0,0,0 08-11~1,1,0,0,0 07-17~2,0,0,0,0 08-18~1,0,0,0,0 07-10~3,1,0,0,0 2026-08~5,4,3,2,2 07-20~1,0,0,0,0 08-17~1,0,0,0,0 08-08~1,0,0,0,0 06-23~1,0,0,0,0 08-15~1,0,0,0,0 07-14~1,0,0,0,0 08-16~1,0,0,0,0 08-13~1,1,1,1,1 07-18~1,0,0,0,0 07-05~1,0,0,0,0 07-02~1,0,0,0,0 07-06~1,0,0,0,0 07-27~3,2,0,0,0 07-21~1,0,0,0,0 08-10~2,2,1,0,0 07-01~1,0,0,0,0 07-09~13,6,3,3,3 07-30~1,1,0,0,0 06-22~1,1,1,0,0 07-16~1,0,0,0,0 06-25~1,0,0,0,0 08-07~3,2,1,1,1 2026-07M~1,0,0,0,0 06-26~1,0,0,0,0 07-22~2,0,0,0,0
106529566_501571|07-10~5,5,5,5,5 2026-07~12,12,12,11,11 07-11~5,5,5,5,5 07-07~1,1,1,0,0 all~12,12,12,11,11 07-09~1,1,1,1,1
106543882_501637|07-15~1,1,0,0,0 07-09~1,1,0,0,0 05-28~1,0,0,0,0 2026-05~1,0,0,0,0 2026-07~11,11,8,6,5 08-02~1,0,0,0,0 07-29~1,0,0,0,0 07-24~1,0,0,0,0 08-31~1,0,0,0,0 07-27~4,3,2,1,1 07-19~1,0,0,0,0 07-23~1,0,0,0,0 07-25~1,1,1,1,1 07-18~1,0,0,0,0 07-12~1,1,0,0,0 07-17~3,1,0,0,0 07-16~4,4,3,2,2 2026-08M~1,0,0,0,0 07-28~5,2,2,2,1 2026-08~2,0,0,0,0 07-30~1,0,0,0,0 07-26~1,0,0,0,0 all~11,11,8,6,5
