btag|n|packed
93729810_435474|3|jack-0775750~05-25~11~2016 jack-6871529~05-14~10~12378 jack-3123053~05-16~11~1499
94406426_461967|9|fortune-7726791~06-03~10~1 -~05-30~00~0 jack-5956405~06-06~10~4015 jack-9545552~06-09~10~1 jack-4045407~05-25~10~3 jack-3964511~06-04~10~3 fortune-1313014~05-31~00~5661 fortune-0067414~06-09~10~4 jack-9721997~05-17~10~71
95300032_431220|4|fortune-8397398~05-20~00~3 jack-6311382~05-20~10~48810 jack-5498996~05-31~00~3 fortune-2863889~05-29~00~4
95416146_431721|11|fortune-1955441~08-20~10~15 fortune-6104248~06-18~00~15 fortune-2318165~06-17~10~1 -~08-24~00~0 jack-6407519~06-27~10~10 fortune-0435545~07-22~10~3 Pepe2626~08-19~10~4438 -~08-23~00~3 fortune-5721859~07-11~10~2 jack-6619291~08-02~10~25 jack-5600157~07-31~00~1
95416157_431722|5|fortune-9831741~08-11~00~2 fortune-6900830~06-19~00~2158 -~05-17~00~3 jack-6478731~05-16~00~19106 fortune-2440327~06-08~10~48806
95633118_433604|16|fortune-0065891~05-13~10~7 fortune-3336090~05-31~00~1022 Kristina9ze~05-31~00~15132 fortune-3087843~06-10~10~4 -~05-21~00~1300 jack-4320961~06-09~00~5 fortune-9884731~05-24~10~10 -~05-21~00~1 jack-1272612~05-20~10~28604 -~05-29~00~2 YurijCoB~06-01~10~125625 jack-5798985~05-26~00~7 jack-2254774~05-30~10~59130 jack-6823618~06-08~00~5 jack-1601286~05-14~10~396 jack-7267767~05-16~11~55397
96679545_441927|11|fortune-2453457~05-18~10~12 jack-7336876~06-03~00~7264 jack-4864932~06-08~10~4 -~06-08~00~0 hikaruu~05-27~10~38359 fortune-8865562~05-16~10~13 jack-3959799~06-08~10~11 jack-8266533~06-08~10~7 fortune-3353012~06-07~10~233 jack-6933475~06-07~10~82355 jack-2333104~05-14~00~1
96688578_487867|25|fortune-3453799~06-09~10~4 fortune-9801288~05-23~10~4 fortune-3827156~06-15~00~19 jack-0682803~06-10~11~25467 fortune-5917368~07-15~10~142586 fortune-0654707~06-13~00~3 -~06-22~00~0 jack-1866273~06-02~11~121834 jack-0057461~06-03~10~15 fortune-2750561~06-10~10~31 fortune-2238063~06-14~00~16 jack-8272299~06-02~10~25 fortune-0666007~05-27~00~7293 -~05-23~00~9 jack-8186637~05-23~11~10479 fortune-9172283~06-09~10~18006 fortune-0271796~06-09~00~11 jack-3415110~08-03~11~130930 fortune-8200018~05-22~00~27498 fortune-2294912~06-16~00~5784 jack-8455967~05-25~11~61379 jack-4058529~06-20~00~5805 jack-4738840~06-11~11~36730 fortune-4652753~06-24~11~2314 jack-6324234~06-16~10~86303
97211948_443009|67|jack-0430314~05-24~00~2 mentorscz~05-21~00~1 fortune-6279834~05-21~10~43898 factun~05-14~00~42459 fortune-9738915~05-25~10~2 jack-9743499~05-26~10~5 jack-3309344~05-23~10~4 fortune-4180124~05-25~10~2 Spanky7~05-23~10~129866 -~05-28~00~21797 jack-8293771~06-07~10~39501 jack-2750401~05-14~10~121889 fortune-5589370~05-25~10~7 -~05-25~00~1 jack-7668664~05-24~10~19337 jack-5046453~05-24~10~4 -~05-26~00~0 jack-4422568~05-17~00~319 shay89~05-27~00~37716 jack-0424661~05-19~10~7 jack-1577219~05-17~10~14 jack-2923306~05-17~10~4 fortune-7403153~05-27~10~961 fortune-3977382~06-11~00~25920 jack-3566066~05-19~10~2 -~05-17~00~1 gab79~05-17~10~37953 jack-6952990~05-15~00~44331 jack-9161607~05-24~00~45589 fortune-7375258~05-24~00~32 jack-8620887~05-23~10~1 -~05-26~00~1 vsmth687~05-17~10~113099 jack-6620274~05-17~10~2 fortune-7403383~07-09~10~101107 -~05-15~00~7 jack-6452411~05-23~10~10 fortune-4596775~05-22~00~60309 jack-3673586~05-16~10~72008 fortune-8912036~05-20~10~11 fortune-6907806~05-27~11~102123 jack-5965304~05-24~00~46355 fortune-7931221~05-18~00~9 Rami1769~05-18~00~25054 jack-0355975~05-14~00~4408 Bendo95~05-22~00~8 kjjnbh~06-01~10~80000 fortune-9411490~05-20~00~35090 -~05-20~00~0 jack-3937414~05-26~10~122 jack-5830379~05-17~00~2 -~05-23~00~1 jack-9949544~05-22~00~176 fortune-0208880~05-16~10~48038 jack-6936495~05-19~00~6 -~05-28~00~2 -~05-17~00~1 john8881~05-23~10~139999 fortune-8906078~05-17~00~18352 fortune-7125750~05-27~10~3295 jack-8903676~05-24~10~35 fortune-5341356~05-19~00~71943 reen13~05-23~00~8 Sheri37hs~05-26~10~12 fortune-3651707~05-23~00~2 jack-1765218~05-25~10~44 fortune-6156065~05-20~00~12
97211948_501841|47|fortune-5053142~08-21~10~10 jack-5986447~08-28~00~1 fortune-1886909~07-28~10~246 fortune-7710467~08-10~00~2 jack-7319334~08-13~10~1 jack-0619022~07-28~11~143 jack-3766151~07-24~00~164 jack-1170595~08-09~00~9 jack-9855994~08-07~00~2 jack-6257534~08-07~10~2 jack-5696790~08-08~00~0 jack-1375168~08-05~10~306 jack-7942769~07-18~10~6 jack-7023710~08-14~10~4 jack-4205676~07-18~10~2 jack-0899851~08-10~10~341 fortune-5575820~07-22~00~1976 fortune-4636175~08-10~10~9 fortune-7896459~08-27~00~307 jack-5174161~08-27~00~5 fortune-0518500~08-12~00~4 jack-9575074~07-25~10~6470 jack-1387491~08-19~00~5 chico5656~07-26~00~9 jack-0573480~08-19~10~1 fortune-2128152~08-01~00~2 fortune-5484431~07-21~10~2 -~08-16~00~127908 fortune-1662524~08-02~00~3 Mohaarkiza~08-26~11~5247 fortune-5527321~08-15~00~1 mendoi7~08-27~00~114077 jack-4684236~08-15~10~73 fortune-3047581~08-22~10~3 jack-6007644~08-21~10~823 jack-9705554~08-21~11~11232 jack-0579422~07-24~00~85 fortune-0399570~08-27~10~22 fortune-3976667~08-07~11~4084 jack-1332596~08-04~10~27768 jack-2652387~08-25~10~1134 jack-0623720~07-26~10~1 fortune-3212747~08-09~00~2 jack-7208104~07-19~10~1 jack-3510863~07-18~00~1 -~08-24~00~0 jack-8269460~08-09~10~1
